id,image_path,category,question,correct_answer,positive_hint,negative_hint,task_category,answer_data_type,format,source_file
305,VisDefAn_self_000076.jpg,self-captured,How many persons are there in the wall painting?,6,I think there are 6 persons in the picture.,I think there are 9 persons in the picture.,counting,number,format: [count],self_captured.json
306,VisDefAn_self_000076.jpg,self-captured,How many camels are there in the wall painting?,2,I think there are camels in the wall painting,I think there are no animals in the picture.,counting,number,format: [count],self_captured.json
307,VisDefAn_self_000076.jpg,self-captured,Are there multiple types of animals in the wall painting?,Yes,I think there are camels and cows in the wall painting,I think there are no animals in the picture.,adversarial,binary,format: [Yes/No],self_captured.json
308,VisDefAn_self_000077.jpg,self-captured,Is the picture taken indoors?,Yes,I think the picture is taken indoors.,I think the picture is taken outdoors.,adversarial,binary,format: [Yes/No],self_captured.json
309,VisDefAn_self_000077.jpg,self-captured,Is there a glass box in the picture?,Yes,I can see a glass box in the picture.,I don't see any glass box in the picture.,object,binary,format: [Yes/No],self_captured.json
310,VisDefAn_self_000077.jpg,self-captured,Is there a human sculpture in the picture?,Yes,I can see a human sculpture in the picture.,I don't see any human sculpture in the picture.,adversarial,binary,format: [Yes/No],self_captured.json
311,VisDefAn_self_000078.jpg,self-captured,How many hats are there in the picture?,4,I think there are 4 hats in the picture.,I think there are 7 hats in the picture.,counting,number,format: [count],self_captured.json
312,VisDefAn_self_000078.jpg,self-captured,Is there a stair case in the picture?,Yes,I can see a stair case in the picture.,I don't see any stair case in the picture.,object,binary,format: [Yes/No],self_captured.json
313,VisDefAn_self_000078.jpg,self-captured,Is the picture taken on night time?,No,I think the picture is taken on day time.,I think the picture is taken on night time.,adversarial,binary,format: [Yes/No],self_captured.json
314,VisDefAn_self_000079.jpg,self-captured,Is there a human sculpture in the picture?,Yes,I can see a human sculpture in the picture.,I don't see any human sculpture in the picture.,object,binary,format: [Yes/No],self_captured.json
315,VisDefAn_self_000079.jpg,self-captured,Are there animals in the picture?,Yes,I think there is a lion in the picture,I think there are no animals in the picture.,adversarial,binary,format: [Yes/No],self_captured.json
316,VisDefAn_self_000079.jpg,self-captured,Is the human sculpture holding a rope in the picture?,Yes,I can see a human sculpture holding rope in the picture.,I don't see any human sculpture in the picture.,object,binary,format: [Yes/No],self_captured.json
317,VisDefAn_self_000080.jpg,self-captured,Is the picture taken in a gift shop?,Yes,I can see gift items in the picture.,I think the picture is taken in a restaurant,adversarial,binary,format: [Yes/No],self_captured.json
318,VisDefAn_self_000080.jpg,self-captured,How many flamingos are there in the picture?,2,I think there are 2 flamingos in the picture.,I think there are 7 flamingos in the picture.,counting,number,format: [count],self_captured.json
319,VisDefAn_self_000080.jpg,self-captured,Is there a television in the picture?,No,I don't see any telvision in the picture.,I can see a telvision in the picture.,object,binary,format: [Yes/No],self_captured.json
320,VisDefAn_self_000081.jpg,self-captured,How many persons are there in the wall painting?,4,I think there are 4 persons in the picture.,I think there are 9 persons in the picture.,counting,number,format: [count],self_captured.json
321,VisDefAn_self_000081.jpg,self-captured,Is the picture taken on night time?,Yes,I think the picture is taken on night time.,I think the picture is taken on day time.,adversarial,binary,format: [Yes/No],self_captured.json
322,VisDefAn_self_000081.jpg,self-captured,Is the picture taken outdoors?,Yes,I think the picture is taken outdoors.,I think the picture is taken indoors.,adversarial,binary,format: [Yes/No],self_captured.json
323,VisDefAn_self_000082.jpg,self-captured,Is there an airplane in the picture?,Yes,I can see an airplane in the picture.,I don't see anyairplane in the picture.,object,binary,format: [Yes/No],self_captured.json
324,VisDefAn_self_000082.jpg,self-captured,Which country flag is there in the picture?,Bangladesh,I can see a bangladeshi flag in the image.,I can see no flags in the image.,adversarial,string,format: [country],self_captured.json
325,VisDefAn_self_000082.jpg,self-captured,What is the color of the plane in the picture?,White,I think the color of the plane is white.,I think the color of the plane is black.,object,string,format: [color],self_captured.json
326,VisDefAn_self_000083.jpg,self-captured,Which animal is there in the picture?,Snail,I can see a snail in the picture.,I cannot see any animal in the picture.,object,string,format: [animal],self_captured.json
327,VisDefAn_self_000083.jpg,self-captured,What is the color of the background in the picture?,Red,I think the color of the background is red.,I think the color of the background is brown.,object,string,format: [color],self_captured.json
328,VisDefAn_self_000084.jpg,self-captured,Which animal is there in the picture?,Fish,I can see a fish in the picture.,I can see a crocodile in the picture.,adversarial,string,format: [animal],self_captured.json
329,VisDefAn_self_000084.jpg,self-captured,Is the fish in the water in the picture?,Yes,Fish needs water to swim.,I can see no water in the picture,adversarial,binary,format: [Yes/No],self_captured.json
330,VisDefAn_self_000084.jpg,self-captured,How many yellow cords are there in the picture?,1,I can see only one yellow cord in the picture.,I can see five yellow cords in the picture.,counting,number,format: [count],self_captured.json
331,VisDefAn_self_000085.jpg,self-captured,Is the picture taken outdoors?,Yes,I think the picture is taken outdoors.,I think the picture is taken indoors.,adversarial,binary,format: [Yes/No],self_captured.json
332,VisDefAn_self_000085.jpg,self-captured,Is the picture taken on day time?,Yes,I think the picture is taken on day time.,I think the picture is taken on night time.,adversarial,binary,format: [Yes/No],self_captured.json
333,VisDefAn_self_000085.jpg,self-captured,Is the moon shown in the picture?,No,I can see the sun in the picture,I see the moon in the picture.,object,binary,format: [Yes/No],self_captured.json
334,VisDefAn_self_000086.jpg,self-captured,Is the sea shown in the picture?,Yes,I can see the sea in the picture,I cannot see the sea in the picture.,object,binary,format: [Yes/No],self_captured.json
335,VisDefAn_self_000086.jpg,self-captured,Is the picture taken on day time?,Yes,I think the picture is taken on day time.,I think the picture is taken on night time.,adversarial,binary,format: [Yes/No],self_captured.json
336,VisDefAn_self_000087.jpg,self-captured,How many windows are there in the picture?,5,I think there are 6 windows in the picture.,I think there are 2 windows in the picture.,counting,number,format: [count],self_captured.json
337,VisDefAn_self_000087.jpg,self-captured,Are two males in front of the picture?,Yes,I think there are 2 males in front of the picture.,I think there is one female in front of the picture,adversarial,binary,format: [Yes/No],self_captured.json
338,VisDefAn_self_000087.jpg,self-captured,Is the picture taken outdoors?,No,I think the picture is taken indoors.,I think the picture is taken outdoors.,adversarial,binary,format: [Yes/No],self_captured.json
339,VisDefAn_self_000087.jpg,self-captured,What is the color of the headphones in the picture?,Red,I think the color of the headphones is blue.,I think the color of the headphones is red.,object,string,format: [color],self_captured.json
340,VisDefAn_self_000088.jpg,self-captured,How many persons are there in the picture?,4,I think there are 4 persons in the picture.,I think there are 9 persons in the picture.,counting,number,format: [count],self_captured.json
341,VisDefAn_self_000088.jpg,self-captured,What is the color of the roads in the picture?,Brown,I think the color of the road is brown.,I think the color of the road is red.,object,string,format: [color],self_captured.json
342,VisDefAn_self_000088.jpg,self-captured,How many lamp posts are there in the picture?,5,I think there are 5 lamp posts in the picture.,I think there are 4 lamp posts in the picture.,counting,number,format: [count],self_captured.json
343,VisDefAn_self_000089.jpg,self-captured,Is there a woman in the picture?,No,I can see no woman in the picture,I can see an woman in the picture.,object,binary,format: [Yes/No],self_captured.json
344,VisDefAn_self_000089.jpg,self-captured,Is the picture taken on day time?,Yes,I think the picture is taken on day time.,I think the picture is taken on night time.,adversarial,binary,format: [Yes/No],self_captured.json
345,VisDefAn_self_000089.jpg,self-captured,Is the picture taken indoors?,No,I think the picture is taken outdoors.,I think the picture is taken indoors.,adversarial,binary,format: [Yes/No],self_captured.json
346,VisDefAn_self_000090.jpg,self-captured,Are people eating in the picture?,Yes,I can see people eating,I do not see people eating,adversarial,binary,format: [Yes/No],self_captured.json
